local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A074,101080107490392012755205,Locating Social and Emotional Learning in Schooled Environments: A Vygotskian Perspective on Learning as Unified,Jennifer A. Vadeboncoeur; Rebecca J. Collie,Jennifer A. Vadeboncoeur,2012.0,10.1080/10749039.2012.755205,,,,"Mind, Culture, and Activity",20,3,201-225,Informa UK Limited,en,https://doi.org/10.1080/10749039.2012.755205,0.9,resolved,openalex,2026-08-16T22:29:46Z,X002,"This article contributes to the emerging literature on social and emotional learning (SEL) from a Vygotskian perspective. A critical perspective on SEL in the context of schooling in the United States situates current interest in SEL programs. Vygotsky's foundational work from the 1920s and 1930s is used to clarify learning as unified, and the concept of feeling is elaborated with literature relevant to learning in school environments and across the life course. Potential next steps for research are noted, in particular given the unity of speech, thinking, and feeling and the literature on the role of social speech and dialogue in learning and development.",Psychology; Feeling; Perspective (graphical); Intellect; Context (archaeology); Privilege (computing); Cognition; Cognitive science; Epistemology; Social psychology; Biology; Computer security,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A283,101111cpsp12278,"What is an emotional disorder? A transdiagnostic mechanistic definition with implications for assessment, treatment, and prevention",Jacqueline R. Bullis; Hannah T. Boettcher; Shannon Sauer‐Zavala; Todd J. Farchione; David H. Barlow,Jacqueline R. Bullis,2019.0,10.1111/cpsp.12278,,,,Clinical Psychology: Science and Practice,26,2,e12278,American Psychological Association (APA),en,https://doi.org/10.1111/cpsp.12278,0.9,resolved,openalex,2026-08-16T22:32:10Z,X008,"We present a transdiagnostic definition of the commonly used, but poorly defined, term emotional disorder. This definition transcends and possibly complements traditional descriptive diagnostic categories, and candidate dimensional models of psychopathology by focusing on putative mechanisms that contribute to the onset and maintenance of disorders characterized primarily by dysfunction in the interpretation and regulation of emotion. We review three intermediate transdiagnostic mechanisms that characterize emotional disorders, such as, but not limited to, anxiety and depressive disorders, and then illustrate how this proposed definition applies to additional diagnoses beyond anxiety and depression. Implications of this new conceptualization of disorders of emotion are then discussed in the context of assessment, treatment, and prevention.",Conceptualization; Psychopathology; Anxiety; Psychology; Context (archaeology); Psychotherapist; Clinical psychology; Depression (economics); Psychiatry; Computer science; Artificial intelligence; Paleontology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A401,1010970000458320040200000010,Heart Rate Level and Antisocial Behavior in Children and Adolescents: A Meta-Analysis,JAME ORTIZ; Adrian Raine,JAME ORTIZ,2004.0,10.1097/00004583-200402000-00010,https://pubmed.ncbi.nlm.nih.gov/14726721,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,43,2,154-162,Elsevier BV,en,https://doi.org/10.1097/00004583-200402000-00010,0.9,resolved,openalex,2026-08-16T22:33:40Z,X013,,Meta-analysis; Psychology; Developmental psychology; Clinical psychology; Medicine; Internal medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A403,101111j14676494200900610x,"Reactive and Proactive Aggression in Childhood and Adolescence: Precursors, Outcomes, Processes, Experiences, and Measurement",Julie A. Hubbard; Meghan D. McAuliffe; Michael T. Morrow; Lydia J. Romano,Julie A. Hubbard,2010.0,10.1111/j.1467-6494.2009.00610.x,https://pubmed.ncbi.nlm.nih.gov/20433614,,,Journal of Personality,78,1,95-118,Wiley,en,https://doi.org/10.1111/j.1467-6494.2009.00610.x,0.9,resolved,openalex,2026-08-16T22:33:42Z,X013,"This paper reviews and critiques the growing literature on the distinction between reactive and proactive aggression in children and adolescents. Empirical findings suggest that the subtypes of aggression are (a) preceded by different familial precursors, (b) associated with different behavioral outcomes, (c) driven by different social-cognitive and emotional processes, and (d) related to different social experiences. Because measurement difficulties have been a prominent concern in the study of reactive and proactive aggression, a discussion of various assessment approaches is included. Suggestions are made for future research directions, including a greater use of observational and laboratory-based methods, more longitudinal designs, and a greater focus on the careful assessment of the subtypes of aggression.",Aggression; Psychology; Developmental psychology; Observational study; Observational methods in psychology; Cognition; Human factors and ergonomics; Poison control; Injury prevention; Early childhood; Clinical psychology; Psychiatry,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A405,101016jbiopsycho200911006,"Being hot-tempered: Autonomic, emotional, and behavioral distinctions between childhood reactive and proactive aggression",Angela Scarpa; Sara C. Haden; Akiho Tanaka,Angela Scarpa,2009.0,10.1016/j.biopsycho.2009.11.006,https://pubmed.ncbi.nlm.nih.gov/19941933,,,Biological Psychology,84,3,488-496,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2009.11.006,0.9,resolved,openalex,2026-08-16T22:33:43Z,X013,,Aggression; Psychology; Developmental psychology; Cognitive psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A406,101097chi0b013e31802b91ea,Externalizing and Internalizing Problems in Relation to Autonomic Function,Andrea Dietrich; Harriëtte Riese; Frouke Sondeijker; Kirstin Greaves‐Lord; Arie M. van Roon; Johan Ormel; Jan Neeleman; Judith G.M. Rosmalen,Andrea Dietrich,2007.0,10.1097/chi.0b013e31802b91ea,https://pubmed.ncbi.nlm.nih.gov/17314724,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,46,3,378-386,Elsevier BV,en,https://doi.org/10.1097/chi.0b013e31802b91ea,0.9,resolved,openalex,2026-08-16T22:33:43Z,X013,,Vagal tone; Supine position; Psychology; Autonomic nervous system; Child Behavior Checklist; Autonomic function; Baroreflex; Heart rate; Population; Developmental psychology; Prospective cohort study; Cohort,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_FLAGGED,,,H4-5,H4-6,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""UNCERTAIN"", ""decision"": ""meet"", ""confidence"": 1.0, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""Externalizing and Internalizing Problems in Relation to Autonomic Function"", ""quote_valid"": false, ""span"": [0, 45], ""used"": true}}",PASS_FLAGGED: uncertain H4-6
A407,101007s007870150745x,"The Dysregulation Profile in middle childhood and adolescence across reporters: factor structure, measurement invariance, and links with self-harm and suicidal ideation",Marike H. F. Deutz; Sanne B. Geeraerts; Anneloes L. van Baar; Maja Deković; Peter Prinzie,Marike H. F. Deutz,2015.0,10.1007/s00787-015-0745-x,https://pubmed.ncbi.nlm.nih.gov/26226917,,,European Child &amp; Adolescent Psychiatry,25,4,431-442,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-015-0745-x,0.9,resolved,openalex,2026-08-16T22:33:45Z,X013,"Recently, a phenotype of severe dysregulation, the Dysregulation Profile (DP), has been identified. DP consists of elevated scores on the Anxious/Depressed (AD), Aggressive Behavior (AGG) and Attention Problems (AP) scales of the Child Behavior Checklist (CBCL), Teacher Report Form (TRF), or Youth Self Report (YSR). A drawback in current research is that DP has been conceptualized and operationalized in different manners and research on the factor structure of DP is lacking. Therefore, we examined the factor structure of DP across multiple reporters, measurement invariance across gender, parents, and time, as well as links between DP and self-harm and suicidal ideation. Data from a large community sample were used (N = 697), covering middle childhood (Mage = 7.90, (SD = 1.16) and adolescence (Mage = 13.93, SD = 1.14). Mothers, fathers, teachers, and youth themselves reported on children's emotional and behavioral problems using the CBCL, TRF, and YSR. Results indicated that in middle childhood and in adolescence, a bifactor model with a general factor of Dysregulation alongside three specific factors of AD, AGG, and AP fitted best, compared to a second-order or one-factor model. The model showed good fit for mother, father, teacher, and youth reports and showed invariance across gender, parents and time. Youth, mother, and father reported Dysregulation was uniquely and positively related to adolescent-reported self-harm and suicidal ideation. The DP is best conceptualized as a broad dysregulation syndrome, which exists over and above anxiety/depression, aggression, and attention problems as specific problems. The bifactor model of DP explains the uniqueness and interrelatedness of these behavioral problems and can help explaining shared and non-shared etiology factors. The exclusive link between the general dysregulation factor and adolescents' self-harm and suicidal ideation further established the clinical relevance of the bifactor model.",Psychology; CBCL; Child Behavior Checklist; Emotional dysregulation; Suicidal ideation; Measurement invariance; Aggression; Anxiety; Developmental psychology; Clinical psychology; Child and adolescent psychiatry; Poison control,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A409,101111jcpp12428,Executive function in children with externalizing and comorbid internalizing behavior problems,Steven Woltering; Victoria Lishak; Nick Hodgson; Isabela Granic; Philip David Zelazo,Steven Woltering,2015.0,10.1111/jcpp.12428,https://pubmed.ncbi.nlm.nih.gov/25981677,,,Journal of Child Psychology and Psychiatry,57,1,30-38,Wiley,en,https://doi.org/10.1111/jcpp.12428,0.9,resolved,openalex,2026-08-16T22:33:48Z,X013,"BACKGROUND: The goal of this study is to investigate differences in executive function (EF) in children with different levels of disruptive behavior problems (DBP). METHODS: Ninety-three children between 7 and 12 years old with DBP were compared to 63 normally developing peers on a battery of EF tasks that varied in the amount of required emotion regulation ('hot' EF). RESULTS: Differences in EF were found between DBP and comparison groups as indexed by hot EF tasks. Self-reported emotion scales, in conjunction with physiological recordings of heart rate, confirmed that emotions were elicited during hot EF. CONCLUSIONS: Results suggest that difficulties in hot EF underlie externalizing problem behaviors in middle childhood.",Psychology; Developmental psychology; Executive functions; Externalization; Clinical psychology; Cognition; Psychiatry; Social psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.7, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A411,101016jjaac201504012,The Child Behavior Checklist Dysregulation Profile in Preschool Children: A Broad Dysregulation Syndrome,Sanne B. Geeraerts; Marike H. F. Deutz; Maja Deković; Tessa Bunte; Kim Schoemaker; Kimberly Andrews Espy; Peter Prinzie; Anneloes L. van Baar; Walter Matthys,Sanne B. Geeraerts,2015.0,10.1016/j.jaac.2015.04.012,https://pubmed.ncbi.nlm.nih.gov/26088665,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,54,7,595-602.e2,Elsevier BV,en,https://doi.org/10.1016/j.jaac.2015.04.012,0.9,resolved,openalex,2026-08-16T22:33:48Z,X013,,CBCL; Child Behavior Checklist; Psychology; Clinical psychology; Developmental psychology; Confirmatory factor analysis; Affect (linguistics); Cognition; Neuropsychology; Conceptualization; Checklist; Structural equation modeling,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A414,101016jjaac201002003,Dysregulated Children Reconsidered,Robert R. Althoff,Robert R. Althoff,2010.0,10.1016/j.jaac.2010.02.003,https://pubmed.ncbi.nlm.nih.gov/20410722,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,49,4,302-305,Elsevier BV,en,https://doi.org/10.1016/j.jaac.2010.02.003,0.9,resolved,openalex,2026-08-16T22:33:50Z,X013,,Bipolar disorder; CBCL; Mania; Hypomania; Psychology; Child Behavior Checklist; Mood; Psychiatry; Clinical psychology; Child and adolescent psychiatry,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A415,1011552015873197,Neural Rhythms of Change: Long-Term Improvement after Successful Treatment in Children with Disruptive Behavior Problems,Steven Woltering; Victoria Liao; Zhong‐Xu Liu; Isabela Granic,Steven Woltering,2015.0,10.1155/2015/873197,https://pubmed.ncbi.nlm.nih.gov/26257962,,,Neural Plasticity,2015,,1-11,Wiley,en,https://doi.org/10.1155/2015/873197,0.9,resolved,openalex,2026-08-16T22:33:51Z,X013,"Neural changes were investigated for children with disruptive behavior problems one year after a treatment program ended. Thirty-nine children and their parents visited the research lab before, after, and a year after treatment ended. During those lab visits, electroencephalography (EEG) was recorded during a challenging Go/No-go task. Treatment consisted of intensive 14-week combined cognitive behavioral therapy and parent management training sessions. For the analysis, participants were divided into long-term improvers (IMPs) and long-term nonimprovers (NIMPs) based on changes in their externalizing problem scores. The results showed early no-go theta power (4-8 Hz, 100-250 ms) decreased for long-term IMPs compared to NIMPs. When participants were divided based on changes in their comorbid internalizing symptoms, effects were stronger and reductions in theta power were found for early as well as later phases (250-650 ms). We provided preliminary evidence that theta power is a useful neural measure to trace behavioral change linked to improved self-regulation even up to a year after treatment ended. Results may have implications for the characterization of children with disruptive behavior problems and may lead to the development of novel markers of treatment success.",Electroencephalography; Psychology; Rhythm; Cognition; Term (time); Clinical psychology; Developmental psychology; Audiology; Medicine; Psychiatry; Internal medicine; Physics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A416,101111jcpp12175,A prospective study of heart rate and externalising behaviours in young children,Bram Dierckx; Rianne Kok; J.H.M. Tulen; Vincent W. V. Jaddoe; Albert Hofman; Frank C. Verhulst; Marian J. Bakermans‐Kranenburg; Marinus H. van IJzendoorn; Henning Tiemeier,Bram Dierckx,2013.0,10.1111/jcpp.12175,https://pubmed.ncbi.nlm.nih.gov/24795956,,,Journal of Child Psychology and Psychiatry,55,4,402-410,Wiley,en,https://doi.org/10.1111/jcpp.12175,0.9,resolved,openalex,2026-08-16T22:33:51Z,X013,"BACKGROUND: Low heart rate predicts externalising and delinquent behaviour in adults, adolescents and school-age children. In younger children the evidence is less clear. Moreover, the specificity of the relation between the autonomic nervous system and different forms of externalising behaviour is uncertain. We investigated the longitudinal relation between resting mean heart rate and different externalising behaviours. METHODS: In 412 children of the Generation R Study, we measured resting mean heart rate at 14 months. At 3 years, child problem behaviour was assessed by the mother with the Child Behavior Checklist. In a gift delay task, we observed whether children were compliant and whether they lied about their noncompliance. The association of heart rate with behaviour was contrasted with the effect of harsh parenting. RESULTS: In our main analysis, we examined the association between heart rate and reported and observed child behaviour. For comparison, the association of heart rate with behaviour was contrasted with the effect of harsh parenting. Mean heart rate was positively associated with Anxious/Depressed scale scores (β = .1, 95% CI = 0.01; 0.2, p = .04), but not with Aggressive Behaviour (β = .02; 95% CI = −0.1; 0.1, p = .8) nor Attention Problem scale scores (β = .08, 95% CI = −0.3; 0.5, p = .8). We could not demonstrate an association between mean heart rate and noncompliance during the gift delay task (OR = 1.14, 95% CI = 0.9; 1.1, p = .2), but lower heart rate predicted higher odds of the child lying (OR = 0.56, 95% CI = 0.3; 0.9, p = .03). In contrast, harsh parenting was associated with mother-reported Aggressive Behaviour (β = .7, 95% CI = 0.4; 0.9, p < .001) and Attention Problems (β = .2, 95% CI = 0.1; 0.3, p < .001), but not with observed lying (OR = 1.03, 95% CI = 0.8; 1.4, p = .8). CONCLUSIONS: Lower resting mean heart rate at age 14 months predicts low anxiety symptoms and higher odds of lying at age 3 years. Low resting mean heart rate may be less an indicator of early childhood aggression than of fearless behaviour.",Heart rate; Child Behavior Checklist; Psychology; Association (psychology); Odds ratio; Developmental psychology; Autonomic nervous system; Checklist; Heart rate variability; Odds; Cardiology; Pediatrics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A420,101016jbiopsycho201003010,Autonomic nervous system activity in emotion: A review,Sylvia D. Kreibig,Sylvia D. Kreibig,2010.0,10.1016/j.biopsycho.2010.03.010,https://pubmed.ncbi.nlm.nih.gov/20371374,,,Biological Psychology,84,3,394-421,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2010.03.010,0.9,resolved,openalex,2026-08-16T22:33:52Z,X013,,Arousal; Psychology; Autonomic nervous system; Two-factor theory of emotion; Cognitive psychology; Neuroscience; Reactivity (psychology); Emotion classification; Terminology; Developmental psychology; Affective science; Medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A424,101016jjaac201008006,Adult Outcomes of Childhood Dysregulation: A 14-year Follow-up Study,Robert R. Althoff; Frank C. Verhulst; David C. Rettew; James J. Hudziak; Jan van der Ende,Robert R. Althoff,2010.0,10.1016/j.jaac.2010.08.006,https://pubmed.ncbi.nlm.nih.gov/20970698,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,49,11,1105-1116.e1,Elsevier BV,en,https://doi.org/10.1016/j.jaac.2010.08.006,0.9,resolved,openalex,2026-08-16T22:33:54Z,X013,,CBCL; Child Behavior Checklist; Anxiety; Psychology; Psychiatry; Depression (economics); Population; Logistic regression; Mood disorders; Clinical psychology; Medicine; Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
